seq,timestamp_ns,msg_type,stock_locate,tracking_number,stock,order_ref,new_order_ref,side,shares,price,match_number,printable,attribution
31311,34203131100000,D,6,0,,21342,,,,,,,
31312,34203131200000,A,3,0,NVDA,15459,,B,100,1201900,,,
31313,34203131300000,A,7,0,GME,11759,,B,59,253700,,,
31314,34203131400000,A,1,0,AAPL,16305,,S,300,1502800,,,
31315,34203131500000,D,6,0,,20454,,,,,,,
31316,34203131600000,A,2,0,MSFT,12994,,B,100,3799300,,,
31317,34203131700000,D,1,0,,11657,,,,,,,
31318,34203131800000,D,3,0,,12851,,,,,,,
31319,34203131900000,D,3,0,,14315,,,,,,,
31320,34203132000000,F,4,0,TSLA,22076,,B,1200,2499700,,,IEXG
31321,34203132100000,A,7,0,GME,11767,,B,700,252500,,,
31322,34203132200000,D,2,0,,12690,,,,,,,
31323,34203132300000,D,8,0,,6232,,,,,,,
31324,34203132400000,D,2,0,,12778,,,,,,,
31325,34203132500000,A,2,0,MSFT,13002,,B,100,3801000,,,
31326,34203132600000,U,2,0,,12050,13010,,100,3801400,,,
31327,34203132700000,A,1,0,AAPL,16313,,S,400,1503300,,,
31328,34203132800000,A,2,0,MSFT,13018,,B,1700,3801400,,,
31329,34203132900000,D,6,0,,19862,,,,,,,
31330,34203133000000,A,3,0,NVDA,15467,,B,100,1201800,,,
31331,34203133100000,U,8,0,,7888,11536,,300,118500,,,
31332,34203133200000,A,2,0,MSFT,13026,,B,300,3801400,,,
31333,34203133300000,A,3,0,NVDA,15475,,S,100,1202600,,,
31334,34203133400000,D,7,0,,9311,,,,,,,
31335,34203133500000,D,6,0,,21974,,,,,,,
31336,34203133600000,D,7,0,,11535,,,,,,,
31337,34203133700000,D,6,0,,23366,,,,,,,
31338,34203133800000,D,3,0,,14547,,,,,,,
31339,34203133900000,D,1,0,,11121,,,,,,,
31340,34203134000000,A,1,0,AAPL,16321,,S,100,1502900,,,
31341,34203134100000,D,1,0,,16169,,,,,,,
31342,34203134200000,D,3,0,,14587,,,,,,,
31343,34203134300000,A,7,0,GME,11775,,S,300,256200,,,
31344,34203134400000,A,6,0,SPY,23574,,B,200,4997700,,,
31345,34203134500000,A,2,0,MSFT,13034,,B,1400,3799600,,,
31346,34203134600000,A,3,0,NVDA,15483,,S,100,1202200,,,
31347,34203134700000,X,1,0,,11681,,,45,,,,
31348,34203134800000,A,6,0,SPY,23582,,B,100,4998000,,,
31349,34203134900000,D,5,0,,13461,,,,,,,
31350,34203135000000,A,2,0,MSFT,13042,,S,200,3801600,,,
31351,34203135100000,A,6,0,SPY,23590,,S,100,5001100,,,
31352,34203135200000,E,7,0,,7879,,,1800,,4393,,
31353,34203135300000,A,1,0,AAPL,16329,,B,500,1500400,,,
31354,34203135400000,A,7,0,GME,11783,,B,100,254400,,,
31355,34203135500000,A,8,0,F,11544,,S,100,119800,,,
31356,34203135600000,D,3,0,,5691,,,,,,,
31357,34203135700000,D,4,0,,21164,,,,,,,
31358,34203135800000,A,2,0,MSFT,13050,,S,100,3802500,,,
31359,34203135900000,D,3,0,,14379,,,,,,,
31360,34203136000000,D,2,0,,11570,,,,,,,
31361,34203136100000,D,8,0,,10816,,,,,,,
31362,34203136200000,A,7,0,GME,11791,,B,100,254100,,,
31363,34203136300000,A,3,0,NVDA,15491,,S,100,1202800,,,
31364,34203136400000,E,5,0,,12245,,,100,,4394,,
31365,34203136500000,D,8,0,,10544,,,,,,,
31366,34203136600000,A,6,0,SPY,23598,,S,100,4999800,,,
31367,34203136700000,D,2,0,,12666,,,,,,,
31368,34203136800000,F,3,0,NVDA,15499,,B,100,1201800,,,ARCA
31369,34203136900000,F,7,0,GME,11799,,B,100,252300,,,BATS
31370,34203137000000,E,1,0,,8129,,,75,,4395,,
31371,34203137100000,A,5,0,AMZN,14485,,S,100,1750300,,,
31372,34203137200000,A,3,0,NVDA,15507,,B,100,1200100,,,
31373,34203137300000,C,4,0,,19860,,,700,2500900,4396,Y,
31374,34203137400000,A,4,0,TSLA,22084,,B,45,2499700,,,
31375,34203137500000,D,2,0,,10626,,,,,,,
31376,34203137600000,A,2,0,MSFT,13058,,B,600,3800000,,,
31377,34203137700000,E,8,0,,7752,,,100,,4397,,
31378,34203137800000,A,6,0,SPY,23606,,S,100,5000600,,,
31379,34203137900000,E,3,0,,15155,,,12,,4398,,
31380,34203138000000,A,5,0,AMZN,14493,,S,200,1750900,,,
31381,34203138100000,X,8,0,,10640,,,94,,,,
31382,34203138200000,D,6,0,,19750,,,,,,,
31383,34203138300000,D,1,0,,16321,,,,,,,
31384,34203138400000,A,4,0,TSLA,22092,,S,100,2501800,,,
31385,34203138500000,E,4,0,,21996,,,300,,4399,,
31386,34203138600000,F,3,0,NVDA,15515,,B,100,1202000,,,ARCA
31387,34203138700000,X,1,0,,12817,,,1,,,,
31388,34203138800000,D,4,0,,13628,,,,,,,
31389,34203138900000,D,4,0,,20740,,,,,,,
31390,34203139000000,A,2,0,MSFT,13066,,B,100,3801300,,,
31391,34203139100000,D,3,0,,13411,,,,,,,
31392,34203139200000,A,2,0,MSFT,13074,,S,200,3801600,,,
31393,34203139300000,A,1,0,AAPL,16337,,S,100,1503000,,,
31394,34203139400000,A,8,0,F,11552,,B,200,119100,,,
31395,34203139500000,A,4,0,TSLA,22100,,B,500,2501000,,,
31396,34203139600000,F,4,0,TSLA,22108,,B,100,2501000,,,EDGX
31397,34203139700000,D,8,0,,10728,,,,,,,
31398,34203139800000,D,2,0,,11770,,,,,,,
31399,34203139900000,A,3,0,NVDA,15523,,B,80,1200200,,,
31400,34203140000000,D,4,0,,21908,,,,,,,
31401,34203140100000,A,2,0,MSFT,13082,,S,100,3801600,,,
31402,34203140200000,A,6,0,SPY,23614,,B,100,4999400,,,
31403,34203140300000,X,1,0,,14521,,,147,,,,
31404,34203140400000,D,5,0,,10781,,,,,,,
31405,34203140500000,A,6,0,SPY,23622,,B,100,4999500,,,
31406,34203140600000,E,3,0,,14835,,,100,,4400,,
31407,34203140700000,A,6,0,SPY,23630,,S,100,4999800,,,
31408,34203140800000,A,6,0,SPY,23638,,B,100,4999500,,,
31409,34203140900000,E,4,0,,22108,,,100,,4401,,
31410,34203141000000,E,6,0,,23262,,,300,,4402,,
31411,34203141100000,A,5,0,AMZN,14501,,S,100,1752600,,,
31412,34203141200000,A,3,0,NVDA,15531,,B,300,1201900,,,
31413,34203141300000,D,7,0,,10911,,,,,,,
31414,34203141400000,D,6,0,,23462,,,,,,,
31415,34203141500000,D,5,0,,11813,,,,,,,
31416,34203141600000,A,1,0,AAPL,16345,,B,100,1502400,,,
31417,34203141700000,D,2,0,,7698,,,,,,,
31418,34203141800000,E,1,0,,16009,,,700,,4403,,
31419,34203141900000,A,2,0,MSFT,13090,,B,100,3800100,,,
31420,34203142000000,D,3,0,,11227,,,,,,,
31421,34203142100000,E,1,0,,14849,,,200,,4404,,
31422,34203142200000,D,4,0,,21756,,,,,,,
31423,34203142300000,D,1,0,,15241,,,,,,,
31424,34203142400000,A,1,0,AAPL,16353,,B,400,1501700,,,
31425,34203142500000,A,6,0,SPY,23646,,S,100,4999900,,,
31426,34203142600000,D,6,0,,23014,,,,,,,
31427,34203142700000,D,2,0,,9962,,,,,,,
31428,34203142800000,A,1,0,AAPL,16361,,B,1200,1502000,,,
31429,34203142900000,A,6,0,SPY,23654,,S,100,5001900,,,
31430,34203143000000,A,8,0,F,11560,,S,500,121200,,,
31431,34203143100000,D,7,0,,11751,,,,,,,
31432,34203143200000,D,1,0,,12937,,,,,,,
31433,34203143300000,A,2,0,MSFT,13098,,B,1900,3801400,,,
31434,34203143400000,A,3,0,NVDA,15539,,B,500,1202000,,,
31435,34203143500000,D,3,0,,14555,,,,,,,
31436,34203143600000,A,3,0,NVDA,15547,,S,400,1202200,,,
31437,34203143700000,X,8,0,,10520,,,517,,,,
31438,34203143800000,E,7,0,,11695,,,400,,4405,,
31439,34203143900000,D,6,0,,22710,,,,,,,
31440,34203144000000,A,6,0,SPY,23662,,S,100,5000200,,,
31441,34203144100000,E,6,0,,23638,,,100,,4406,,
31442,34203144200000,D,6,0,,23278,,,,,,,
31443,34203144300000,D,7,0,,11415,,,,,,,
31444,34203144400000,D,2,0,,13010,,,,,,,
31445,34203144500000,D,5,0,,9365,,,,,,,
31446,34203144600000,A,8,0,F,11568,,S,100,120500,,,
31447,34203144700000,E,3,0,,15251,,,300,,4407,,
31448,34203144800000,A,2,0,MSFT,13106,,S,100,3803300,,,
31449,34203144900000,A,6,0,SPY,23670,,B,100,4997500,,,
31450,34203145000000,D,2,0,,12298,,,,,,,
31451,34203145100000,E,6,0,,23262,,,400,,4408,,
31452,34203145200000,A,6,0,SPY,23678,,S,300,4999800,,,
31453,34203145300000,A,6,0,SPY,23686,,B,100,4998000,,,
31454,34203145400000,D,5,0,,13533,,,,,,,
31455,34203145500000,E,1,0,,16345,,,100,,4409,,
31456,34203145600000,A,2,0,MSFT,13114,,S,100,3801700,,,
31457,34203145700000,D,2,0,,10738,,,,,,,
31458,34203145800000,A,5,0,AMZN,14509,,B,500,1749300,,,
31459,34203145900000,D,6,0,,21670,,,,,,,
31460,34203146000000,D,5,0,,13405,,,,,,,
31461,34203146100000,A,1,0,AAPL,16369,,B,100,1502300,,,
31462,34203146200000,D,1,0,,15137,,,,,,,
31463,34203146300000,A,5,0,AMZN,14517,,S,100,1750800,,,
31464,34203146400000,A,6,0,SPY,23694,,S,100,5000400,,,
31465,34203146500000,X,7,0,,9599,,,59,,,,
31466,34203146600000,A,7,0,GME,11807,,S,100,254800,,,
31467,34203146700000,D,2,0,,11898,,,,,,,
31468,34203146800000,A,1,0,AAPL,16377,,S,600,1502600,,,
31469,34203146900000,A,4,0,TSLA,22116,,S,100,2502900,,,
31470,34203147000000,D,6,0,,23046,,,,,,,
31471,34203147100000,D,1,0,,12321,,,,,,,
31472,34203147200000,D,6,0,,23102,,,,,,,
31473,34203147300000,A,8,0,F,11576,,S,100,120000,,,
31474,34203147400000,A,3,0,NVDA,15555,,B,1800,1202000,,,
31475,34203147500000,D,2,0,,10938,,,,,,,
31476,34203147600000,F,6,0,SPY,23702,,B,100,4999400,,,ARCA
31477,34203147700000,A,7,0,GME,11815,,S,100,254600,,,
31478,34203147800000,E,3,0,,14899,,,400,,4410,,
31479,34203147900000,A,2,0,MSFT,13122,,B,400,3800800,,,
31480,34203148000000,E,3,0,,14851,,,200,,4411,,
31481,34203148100000,D,2,0,,13066,,,,,,,
31482,34203148200000,D,3,0,,11579,,,,,,,
31483,34203148300000,E,8,0,,11544,,,100,,4412,,
31484,34203148400000,D,2,0,,12890,,,,,,,
31485,34203148500000,D,1,0,,15897,,,,,,,
31486,34203148600000,A,1,0,AAPL,16385,,S,100,1504800,,,
31487,34203148700000,U,5,0,,12877,14525,,400,1750200,,,
31488,34203148800000,D,7,0,,9751,,,,,,,
31489,34203148900000,F,7,0,GME,11823,,B,1500,252900,,,EDGX
31490,34203149000000,A,1,0,AAPL,16393,,S,100,1502600,,,
31491,34203149100000,A,2,0,MSFT,13130,,S,1100,3801600,,,
31492,34203149200000,A,5,0,AMZN,14533,,S,400,1752000,,,
31493,34203149300000,X,6,0,,21454,,,1,,,,
31494,34203149400000,A,1,0,AAPL,16401,,B,100,1501600,,,
31495,34203149500000,D,3,0,,14475,,,,,,,
31496,34203149600000,A,8,0,F,11584,,S,1200,119800,,,
31497,34203149700000,E,3,0,,12619,,,500,,4413,,
31498,34203149800000,A,4,0,TSLA,22124,,B,200,2501000,,,
31499,34203149900000,A,2,0,MSFT,13138,,S,1800,3801600,,,
31500,34203150000000,E,4,0,,22100,,,500,,4414,,
31501,34203150100000,D,1,0,,14097,,,,,,,
31502,34203150200000,D,3,0,,10595,,,,,,,
31503,34203150300000,A,6,0,SPY,23710,,B,500,4999100,,,
31504,34203150400000,E,2,0,,12978,,,100,,4415,,
31505,34203150500000,E,6,0,,23142,,,100,,4416,,
31506,34203150600000,E,4,0,,19636,,,100,,4417,,
31507,34203150700000,D,8,0,,10928,,,,,,,
31508,34203150800000,D,6,0,,23502,,,,,,,
31509,34203150900000,A,6,0,SPY,23718,,B,500,4999100,,,
31510,34203151000000,D,3,0,,12411,,,,,,,
31511,34203151100000,X,7,0,,10063,,,41,,,,
31512,34203151200000,A,4,0,TSLA,22132,,B,500,2501000,,,
31513,34203151300000,A,7,0,GME,11831,,S,100,254700,,,
31514,34203151400000,A,3,0,NVDA,15563,,B,100,1202000,,,
31515,34203151500000,D,6,0,,20254,,,,,,,
31516,34203151600000,E,6,0,,20806,,,1000,,4418,,
31517,34203151700000,D,6,0,,23614,,,,,,,
31518,34203151800000,D,6,0,,23230,,,,,,,
31519,34203151900000,X,3,0,,14347,,,56,,,,
31520,34203152000000,A,6,0,SPY,23726,,B,300,4999500,,,
31521,34203152100000,A,8,0,F,11592,,B,100,117400,,,
31522,34203152200000,D,2,0,,13042,,,,,,,
31523,34203152300000,E,2,0,,11026,,,100,,4419,,
31524,34203152400000,D,2,0,,12858,,,,,,,
31525,34203152500000,D,2,0,,10394,,,,,,,
31526,34203152600000,D,5,0,,14389,,,,,,,
31527,34203152700000,A,5,0,AMZN,14541,,B,100,1748200,,,
31528,34203152800000,D,8,0,,8008,,,,,,,
31529,34203152900000,E,3,0,,15411,,,400,,4420,,
31530,34203153000000,A,1,0,AAPL,16409,,B,27,1501800,,,
31531,34203153100000,A,2,0,MSFT,13146,,B,300,3801300,,,
31532,34203153200000,E,6,0,,23622,,,100,,4421,,
31533,34203153300000,E,6,0,,23726,,,200,,4422,,
31534,34203153400000,A,3,0,NVDA,15571,,B,100,1201300,,,
31535,34203153500000,A,2,0,MSFT,13154,,S,100,3802800,,,
31536,34203153600000,E,3,0,,14779,,,100,,4423,,
31537,34203153700000,F,3,0,NVDA,15579,,B,91,1201900,,,BATS
31538,34203153800000,A,2,0,MSFT,13162,,B,100,3801400,,,
31539,34203153900000,A,6,0,SPY,23734,,S,100,4999900,,,
31540,34203154000000,A,5,0,AMZN,14549,,B,100,1750100,,,
31541,34203154100000,A,6,0,SPY,23742,,S,100,5000200,,,
31542,34203154200000,A,3,0,NVDA,15587,,S,100,1202200,,,
31543,34203154300000,D,1,0,,8169,,,,,,,
31544,34203154400000,D,1,0,,15945,,,,,,,
31545,34203154500000,D,8,0,,10472,,,,,,,
31546,34203154600000,D,8,0,,9048,,,,,,,
31547,34203154700000,A,3,0,NVDA,15595,,B,400,1201200,,,
31548,34203154800000,D,2,0,,12538,,,,,,,
31549,34203154900000,D,4,0,,21356,,,,,,,
31550,34203155000000,E,6,0,,23726,,,100,,4424,,
31551,34203155100000,D,6,0,,22054,,,,,,,
31552,34203155200000,D,5,0,,13133,,,,,,,
31553,34203155300000,D,2,0,,10442,,,,,,,
31554,34203155400000,E,7,0,,9983,,,100,,4425,,
31555,34203155500000,X,4,0,,21924,,,155,,,,
31556,34203155600000,U,2,0,,12434,13170,,100,3800000,,,
31557,34203155700000,A,7,0,GME,11839,,B,100,254500,,,
31558,34203155800000,U,2,0,,11034,13178,,100,3804000,,,
31559,34203155900000,D,2,0,,12290,,,,,,,
31560,34203156000000,D,1,0,,12473,,,,,,,
31561,34203156100000,A,6,0,SPY,23750,,B,100,4999500,,,
31562,34203156200000,A,5,0,AMZN,14557,,B,100,1750100,,,
31563,34203156300000,A,3,0,NVDA,15603,,S,100,1202200,,,
31564,34203156400000,D,1,0,,12377,,,,,,,
31565,34203156500000,A,1,0,AAPL,16417,,B,100,1502000,,,
31566,34203156600000,A,4,0,TSLA,22140,,S,100,2501200,,,
31567,34203156700000,A,5,0,AMZN,14565,,B,500,1749400,,,
31568,34203156800000,A,3,0,NVDA,15611,,B,100,1202000,,,
31569,34203156900000,D,2,0,,9306,,,,,,,
31570,34203157000000,A,6,0,SPY,23758,,B,300,4999100,,,
31571,34203157100000,E,7,0,,10031,,,100,,4426,,
31572,34203157200000,D,6,0,,19230,,,,,,,
31573,34203157300000,A,4,0,TSLA,22148,,B,80,2499700,,,
31574,34203157400000,A,3,0,NVDA,15619,,B,300,1201000,,,
31575,34203157500000,A,5,0,AMZN,14573,,B,100,1749900,,,
31576,34203157600000,E,3,0,,14667,,,100,,4427,,
31577,34203157700000,E,1,0,,16073,,,100,,4428,,
31578,34203157800000,D,2,0,,13074,,,,,,,
31579,34203157900000,A,6,0,SPY,23766,,S,300,4999700,,,
31580,34203158000000,A,3,0,NVDA,15627,,B,100,1202000,,,
31581,34203158100000,E,1,0,,14849,,,100,,4429,,
31582,34203158200000,D,3,0,,15291,,,,,,,
31583,34203158300000,A,6,0,SPY,23774,,S,300,5002100,,,
31584,34203158400000,A,7,0,GME,11847,,S,100,254700,,,
31585,34203158500000,C,6,0,,22582,,,500,4999900,4430,Y,
31586,34203158600000,D,5,0,,10685,,,,,,,
31587,34203158700000,A,6,0,SPY,23782,,B,100,4998100,,,
31588,34203158800000,A,6,0,SPY,23790,,S,100,5000700,,,
31589,34203158900000,C,1,0,,16273,,,100,1502300,4431,Y,
31590,34203159000000,D,2,0,,10234,,,,,,,
31591,34203159100000,A,5,0,AMZN,14581,,B,100,1750200,,,
31592,34203159200000,D,8,0,,11192,,,,,,,
31593,34203159300000,E,1,0,,14649,,,20,,4432,,
31594,34203159400000,D,3,0,,13091,,,,,,,
31595,34203159500000,A,2,0,MSFT,13186,,S,100,3803200,,,
31596,34203159600000,D,2,0,,10554,,,,,,,
31597,34203159700000,A,6,0,SPY,23798,,B,400,4999500,,,
31598,34203159800000,D,6,0,,21846,,,,,,,
31599,34203159900000,A,6,0,SPY,23806,,B,1700,4999200,,,
31600,34203160000000,A,4,0,TSLA,22156,,S,400,2501400,,,
31601,34203160100000,A,1,0,AAPL,16425,,B,500,1502100,,,
31602,34203160200000,A,2,0,MSFT,13194,,S,100,3801600,,,
31603,34203160300000,D,7,0,,10407,,,,,,,
31604,34203160400000,D,6,0,,21270,,,,,,,
31605,34203160500000,A,8,0,F,11600,,B,100,119600,,,
31606,34203160600000,D,1,0,,16001,,,,,,,
31607,34203160700000,D,2,0,,6338,,,,,,,
31608,34203160800000,A,2,0,MSFT,13202,,S,100,3802000,,,
31609,34203160900000,A,3,0,NVDA,15635,,S,200,1202200,,,
31610,34203161000000,D,5,0,,11733,,,,,,,
31611,34203161100000,F,5,0,AMZN,14589,,B,300,1749200,,,IEXG
31612,34203161200000,D,7,0,,9799,,,,,,,
31613,34203161300000,A,3,0,NVDA,15643,,B,1800,1201800,,,
31614,34203161400000,D,3,0,,13227,,,,,,,
31615,34203161500000,A,6,0,SPY,23814,,B,300,4998600,,,
31616,34203161600000,A,2,0,MSFT,13210,,B,100,3801100,,,
31617,34203161700000,A,7,0,GME,11855,,B,100,253100,,,
31618,34203161800000,A,3,0,NVDA,15651,,S,100,1203200,,,
31619,34203161900000,A,1,0,AAPL,16433,,B,100,1502400,,,
31620,34203162000000,A,4,0,TSLA,22164,,S,100,2501200,,,
31621,34203162100000,A,7,0,GME,11863,,S,100,255300,,,
31622,34203162200000,D,3,0,,14083,,,,,,,
31623,34203162300000,A,8,0,F,11608,,S,100,119900,,,
31624,34203162400000,D,7,0,,10167,,,,,,,
31625,34203162500000,D,8,0,,8920,,,,,,,
31626,34203162600000,A,8,0,F,11616,,B,100,119600,,,
31627,34203162700000,D,2,0,,8618,,,,,,,
31628,34203162800000,D,2,0,,6842,,,,,,,
31629,34203162900000,D,6,0,,15790,,,,,,,
31630,34203163000000,D,2,0,,13026,,,,,,,
31631,34203163100000,A,7,0,GME,11871,,B,100,254500,,,
31632,34203163200000,D,7,0,,11799,,,,,,,
31633,34203163300000,A,8,0,F,11624,,B,100,119600,,,
31634,34203163400000,E,6,0,,23206,,,300,,4433,,
31635,34203163500000,A,7,0,GME,11879,,S,100,256200,,,
31636,34203163600000,D,3,0,,13059,,,,,,,
31637,34203163700000,A,1,0,AAPL,16441,,S,200,1502600,,,
31638,34203163800000,E,1,0,,14457,,,100,,4434,,
31639,34203163900000,D,3,0,,14275,,,,,,,
31640,34203164000000,A,1,0,AAPL,16449,,S,200,1503200,,,
31641,34203164100000,D,2,0,,8738,,,,,,,
31642,34203164200000,A,1,0,AAPL,16457,,S,100,1502600,,,
31643,34203164300000,D,4,0,,21180,,,,,,,
31644,34203164400000,U,1,0,,15289,16465,,1300,1502400,,,
31645,34203164500000,E,5,0,,14581,,,100,,4435,,
31646,34203164600000,A,3,0,NVDA,15659,,B,24,1201200,,,
31647,34203164700000,D,3,0,,11259,,,,,,,
31648,34203164800000,D,6,0,,22734,,,,,,,
31649,34203164900000,A,1,0,AAPL,16473,,S,100,1503000,,,
31650,34203165000000,A,1,0,AAPL,16481,,S,100,1502800,,,
31651,34203165100000,A,1,0,AAPL,16489,,B,1900,1502400,,,
31652,34203165200000,E,1,0,,13465,,,200,,4436,,
31653,34203165300000,A,8,0,F,11632,,B,300,117400,,,
31654,34203165400000,A,6,0,SPY,23822,,B,100,4999500,,,
31655,34203165500000,D,4,0,,21484,,,,,,,
31656,34203165600000,E,3,0,,15115,,,300,,4437,,
31657,34203165700000,D,4,0,,17324,,,,,,,
31658,34203165800000,D,2,0,,11410,,,,,,,
31659,34203165900000,A,3,0,NVDA,15667,,B,100,1200500,,,
31660,34203166000000,A,5,0,AMZN,14597,,S,100,1750400,,,
31661,34203166100000,A,3,0,NVDA,15675,,S,500,1202200,,,
31662,34203166200000,A,6,0,SPY,23830,,S,300,4999700,,,
31663,34203166300000,D,8,0,,10920,,,,,,,
31664,34203166400000,D,7,0,,9159,,,,,,,
31665,34203166500000,D,6,0,,22598,,,,,,,
31666,34203166600000,E,6,0,,21166,,,100,,4438,,
31667,34203166700000,D,3,0,,15131,,,,,,,
31668,34203166800000,E,3,0,,12619,,,300,,4439,,
31669,34203166900000,A,4,0,TSLA,22172,,B,500,2501000,,,
31670,34203167000000,A,3,0,NVDA,15683,,S,12,1202600,,,
31671,34203167100000,E,6,0,,23198,,,100,,4440,,
31672,34203167200000,A,7,0,GME,11887,,B,400,253500,,,
31673,34203167300000,A,2,0,MSFT,13218,,B,100,3801400,,,
31674,34203167400000,E,6,0,,23766,,,300,,4441,,
31675,34203167500000,A,4,0,TSLA,22180,,B,500,2499400,,,
31676,34203167600000,A,6,0,SPY,23838,,B,500,4999100,,,
31677,34203167700000,D,5,0,,13829,,,,,,,
31678,34203167800000,A,4,0,TSLA,22188,,B,100,2500800,,,
31679,34203167900000,D,1,0,,14161,,,,,,,
31680,34203168000000,A,2,0,MSFT,13226,,B,100,3801400,,,
31681,34203168100000,A,4,0,TSLA,22196,,S,100,2501200,,,
31682,34203168200000,F,4,0,TSLA,22204,,S,100,2501600,,,CDRG
31683,34203168300000,A,3,0,NVDA,15691,,S,400,1202200,,,
31684,34203168400000,A,2,0,MSFT,13234,,B,200,3801000,,,
31685,34203168500000,A,5,0,AMZN,14605,,B,100,1750100,,,
31686,34203168600000,F,3,0,NVDA,15699,,B,100,1201400,,,IEXG
31687,34203168700000,A,6,0,SPY,23846,,B,400,4997600,,,
31688,34203168800000,A,4,0,TSLA,22212,,B,400,2499000,,,
31689,34203168900000,A,1,0,AAPL,16497,,S,100,1502700,,,
31690,34203169000000,A,8,0,F,11640,,B,100,119500,,,
31691,34203169100000,D,4,0,,19204,,,,,,,
31692,34203169200000,D,3,0,,10803,,,,,,,
31693,34203169300000,D,7,0,,11487,,,,,,,
31694,34203169400000,A,7,0,GME,11895,,B,18,252700,,,
31695,34203169500000,X,2,0,,13154,,,76,,,,
31696,34203169600000,E,8,0,,9680,,,100,,4442,,
31697,34203169700000,A,3,0,NVDA,15707,,B,1900,1202000,,,
31698,34203169800000,D,1,0,,13585,,,,,,,
31699,34203169900000,A,1,0,AAPL,16505,,S,800,1503200,,,
31700,34203170000000,D,1,0,,16209,,,,,,,
31701,34203170100000,D,7,0,,11319,,,,,,,
31702,34203170200000,A,1,0,AAPL,16513,,B,200,1501900,,,
31703,34203170300000,A,6,0,SPY,23854,,S,100,5000400,,,
31704,34203170400000,D,2,0,,12106,,,,,,,
31705,34203170500000,D,3,0,,14539,,,,,,,
31706,34203170600000,A,2,0,MSFT,13242,,S,400,3803400,,,
31707,34203170700000,A,3,0,NVDA,15715,,B,500,1201800,,,
31708,34203170800000,A,2,0,MSFT,13250,,S,100,3803100,,,
31709,34203170900000,D,3,0,,15555,,,,,,,
31710,34203171000000,A,4,0,TSLA,22220,,B,500,2500700,,,
31711,34203171100000,D,6,0,,22006,,,,,,,
31712,34203171200000,A,8,0,F,11648,,S,200,120700,,,
31713,34203171300000,A,3,0,NVDA,15723,,S,100,1202400,,,
31714,34203171400000,D,6,0,,21030,,,,,,,
31715,34203171500000,D,1,0,,15057,,,,,,,
31716,34203171600000,D,3,0,,10515,,,,,,,
31717,34203171700000,E,2,0,,10410,,,100,,4443,,
31718,34203171800000,E,2,0,,11058,,,100,,4444,,
31719,34203171900000,E,1,0,,13465,,,100,,4445,,
31720,34203172000000,D,1,0,,15889,,,,,,,
31721,34203172100000,D,6,0,,19854,,,,,,,
31722,34203172200000,D,6,0,,19414,,,,,,,
31723,34203172300000,D,2,0,,12482,,,,,,,
31724,34203172400000,E,5,0,,14525,,,400,,4446,,
31725,34203172500000,A,3,0,NVDA,15731,,B,100,1202000,,,
31726,34203172600000,A,2,0,MSFT,13258,,B,500,3800500,,,
31727,34203172700000,A,1,0,AAPL,16521,,S,500,1502600,,,
31728,34203172800000,A,1,0,AAPL,16529,,B,100,1502400,,,
31729,34203172900000,D,2,0,,7314,,,,,,,
31730,34203173000000,A,1,0,AAPL,16537,,B,500,1502400,,,
31731,34203173100000,E,3,0,,12619,,,200,,4447,,
31732,34203173200000,F,4,0,TSLA,22228,,B,200,2498600,,,ARCA
31733,34203173300000,D,7,0,,10943,,,,,,,
31734,34203173400000,E,1,0,,16273,,,400,,4448,,
31735,34203173500000,D,3,0,,14827,,,,,,,
31736,34203173600000,A,2,0,MSFT,13266,,S,200,3803200,,,
31737,34203173700000,A,3,0,NVDA,15739,,B,100,1199700,,,
31738,34203173800000,A,3,0,NVDA,15747,,S,200,1203600,,,
31739,34203173900000,A,6,0,SPY,23862,,B,25,4998900,,,
31740,34203174000000,D,1,0,,16529,,,,,,,
31741,34203174100000,D,8,0,,8528,,,,,,,
31742,34203174200000,A,2,0,MSFT,13274,,S,200,3803700,,,
31743,34203174300000,D,5,0,,10061,,,,,,,
31744,34203174400000,A,6,0,SPY,23870,,B,400,4997400,,,
31745,34203174500000,A,2,0,MSFT,13282,,B,100,3801200,,,
31746,34203174600000,D,3,0,,15651,,,,,,,
31747,34203174700000,A,1,0,AAPL,16545,,S,100,1502800,,,
31748,34203174800000,A,4,0,TSLA,22236,,B,100,2501000,,,
31749,34203174900000,A,1,0,AAPL,16553,,S,100,1502800,,,
31750,34203175000000,U,3,0,,15059,15755,,500,1202600,,,
31751,34203175100000,E,1,0,,11345,,,200,,4449,,
31752,34203175200000,D,6,0,,23054,,,,,,,
31753,34203175300000,A,6,0,SPY,23878,,B,100,4998000,,,
31754,34203175400000,D,6,0,,20918,,,,,,,
31755,34203175500000,D,6,0,,18750,,,,,,,
31756,34203175600000,E,6,0,,23222,,,100,,4450,,
31757,34203175700000,A,2,0,MSFT,13290,,S,100,3803900,,,
31758,34203175800000,E,1,0,,8289,,,54,,4451,,
31759,34203175900000,D,6,0,,22174,,,,,,,
31760,34203176000000,A,6,0,SPY,23886,,S,100,5000800,,,
31761,34203176100000,D,6,0,,21734,,,,,,,
31762,34203176200000,A,6,0,SPY,23894,,S,100,5001300,,,
31763,34203176300000,A,6,0,SPY,23902,,B,100,4997400,,,
31764,34203176400000,A,2,0,MSFT,13298,,B,1200,3801400,,,
31765,34203176500000,A,4,0,TSLA,22244,,B,100,2501000,,,
